pca_1	pca_2	pca_3	pca_4	pca_5	pca_6	pca_7	pca_8	imid	t	label	im_input	input_only
-4.0595688967305	-0.004174016158997202	0.20565698223925866	0.35664666891539076	-2.1821931659027847	-1.2092384955957385	-2.101986147450906	0.02594789032322737	0	15	0	True	True
-3.501760393361231	0.16449049029774776	-1.1757257704564934	-0.44892320588408846	0.9886209109120424	-0.21601237780734717	2.37391616046454	1.1448074497773342	0	16	0	True	True
-3.9393602501346785	-2.3998925863299867	-0.029140555396773165	-1.3803692948086537	-0.08136313886165263	-0.7602856739013009	1.0248300369863168	0.7381213695097204	0	17	0	True	True
-0.4097613623360922	-1.116904126374941	-0.18634474911977125	2.2427597183282573	-0.7988729851535071	-0.27819950089722434	0.435965046553046	1.867030378189948	0	18	0	True	True
-3.0679190881496154	-2.2247139771645625	-0.3877871942509878	1.0988616304750713	-1.9950860222183198	-1.0423279146680213	1.0334580004628418	-0.38070788614403667	0	19	0	True	True
-2.660050305730896	0.21553742228688674	-2.0558043508726698	1.6617234534030103	0.306061286292472	-1.0937946237874543	2.9580907466377178	0.8443992839822323	0	20	0	True	True
-0.9725527398852163	0.16604461007981106	-1.459960624202962	0.15405872198954987	-0.1457211911812831	-0.9921713381971798	-1.7695570393060889	1.307409095795175	0	21	0	True	True
-0.8701832831497537	-2.559884265477575	-1.053722218764784	2.1236859394265375	-3.68530289172927	-1.524055057860978	0.20276251196161604	1.4960469690314675	0	22	0	True	True
-0.4289167241367834	-0.7518227544418729	-1.3869471294998879	2.029178295379388	-1.7673013643801376	-0.8161386614573171	0.32370948964965596	1.9290384200086828	0	23	0	True	True
-1.3159842274812836	-0.8417444887503538	-0.6643016941015194	-0.39151064773638	2.2025401597667544	-0.7784158725476199	-0.9225394083416008	1.578316215765548	0	24	0	True	True
-4.009971236785859	-0.1762248801263788	-0.3073503739803755	0.3963516329196273	1.3268682172989912	-1.0643220359447896	-1.4111311500349883	0.7674008177752978	0	25	0	True	True
-3.542012107210278	0.2610707418816713	-0.8726263357180399	0.8785350732285514	1.0973625063296772	-1.477516417482483	-0.46079916210078553	0.3854112693311644	0	26	0	True	True
-2.7609160701675575	0.2938116659829605	-0.5064239233608689	1.0260250557676076	1.9326419371497194	-1.4231561966230644	-1.784176223630913	0.7660637316217771	0	27	0	True	True
0.19816287971550411	-2.424833779104593	-3.5799975856256294	0.5504411229640165	1.1806762454963595	-2.8309916589653965	1.6461490107656196	0.6923597491374409	0	28	0	True	True
-2.047547404879353	-1.4621712284764194	-1.232837314918926	0.7703840127620774	2.062428284128845	-1.3581068943163024	1.825628940694045	1.0507332186341292	0	29	0	True	True
-3.643335520388828	-0.5631483172749615	-1.5072157607438834	-3.630590392359668	-3.3531365632270704	0.35505179033384365	1.0236193849284294	1.2482878246129328	0	30	0	True	True
-1.6533258453702084	-1.54548677998302	0.7915168401123414	3.2861312874154436	-0.964628125794927	-0.783582127184729	-0.43652518469049323	0.4051011535293927	0	31	0	True	True
-1.258127598074489	-0.26816428550826454	-1.7496835922264296	0.8798025976828585	-0.8968506909248646	-1.2881897287542206	1.3491495956824218	1.6734660389827845	0	32	0	True	True
0.8949845727738274	-3.6165492092654423	0.7916902440210234	1.387605259011204	0.6468470869314312	0.24523094273885654	-1.4183309891639508	1.7124900858235947	0	33	0	True	True
-4.656726058454702	-1.239773649523039	0.5172539496950562	1.8722008006876922	-1.0135282357603888	-0.19085828052125872	1.3821797972225514	-0.22611123881737652	0	34	0	True	True
-2.5334732929241848	1.0018308720957856	-2.0504503396581972	-0.24784853826651954	3.9882931829322175	-1.587571295171789	-1.2649145191948734	1.4106404916483084	0	35	0	True	True
-1.7228588831847502	-3.483482987471163	-0.6032698154368399	-0.3809692096555186	0.24975714612130284	-0.9502048926610654	0.7436965706363944	0.17638545272725745	0	36	0	True	True
-1.5088613261627544	-1.2399515796711502	-0.3081990964499128	1.1004290891731638	-0.6631384838900767	-0.5479984530308815	-1.0296077264064822	1.6158282617139288	0	37	0	True	True
-3.238403125238443	0.08572872885111009	-0.6008820681983134	-0.5853024165284816	0.2946401128154906	-0.6476158017244832	-1.1830572432377084	0.7095965226533343	0	38	0	True	True
-0.27887173798213033	-0.567972771280373	-1.8219217065526052	-1.1635188010899922	-3.4737158085310837	-0.18549823387756065	-1.8123108177475469	1.7937649380825116	0	39	0	True	True
-1.8271246085852193	-0.4578534583185238	-0.6555298723421137	0.536463340747348	-0.12002252825409558	-0.2843588755396139	-0.39249985260346587	1.1562650243623984	0	40	0	True	True
-3.7826171783222984	-0.45073633254171713	-1.2961475342643802	0.46206945923499554	1.3194567009574658	-2.3147020437906236	-0.4435621880985062	-0.4473176687018255	0	41	0	True	True
-0.16236777777734732	-3.2410659513818962	-1.023834809199348	1.5793079756500763	2.652973351300291	-2.5576622087604566	-0.842410814694993	0.23206337389614953	0	42	0	True	True
0.7062783090758453	-4.468149002790252	-0.3805359975311417	3.9112955118895845	1.888738812880359	-3.2859334800395192	-1.187454025028542	-0.46394750095465603	0	43	0	True	True
-2.3492162079992656	-4.373091334720374	0.45010785161424216	2.0047987598845887	0.7205118230119556	-0.8062568063812815	2.267545734941442	0.3163751039757571	0	44	0	True	True
-0.56410640764498	-2.0308344838727	-0.6957120556750979	-0.2561064537686082	1.4268589207257292	-0.7936170814033794	-1.5162006424572627	1.5696368866904067	0	45	0	True	True
-0.772056650568024	-3.462405827333275	-1.6888742375603274	-0.4195816587189781	-1.4241622827543294	-0.9271931706859063	3.0984849591501034	0.9880875859524636	0	46	0	True	True
-2.444622255082686	-0.4189325060984459	-0.7401454697530007	1.1765332504245534	1.256144757590368	-0.8848403280858146	2.285136103187176	1.0212841169835178	0	47	0	True	True
-3.194820085496841	-0.5214264993653036	1.412194976222589	-0.03449261720610299	-0.7743005823614728	1.2301126677157725	-1.491877151528528	2.0476015978322817	0	48	0	True	True
-0.0018544728505695029	-3.630302730843862	-0.8597527631416766	-0.90095006824357	-0.22334888205192407	-0.12546217693633888	0.024362574477971903	2.3241861897153426	0	49	0	True	True
1.1002747211614279	-4.677292873277358	2.351372463304155	-0.44404747890825635	0.657378800112398	-2.637194255871872	0.916661581136381	-0.6203323444851758	1	0	1	True	True
-4.256286583903054	1.4437396585292948	4.250615031961315	5.362995191883765	4.56217720959586	-1.4911630439697887	3.1525582253794213	-0.5773124329092051	1	1	1	True	True
-3.1055091347559305	-2.1517434535222675	2.093170163909839	-4.649174372523064	4.706877565925575	-0.06152772696229855	2.362424207149971	-0.4872731489558988	1	2	1	True	True
-0.7695286013293604	9.504429268724051	-1.7125215346452178	3.4122098309385858	1.659977252310745	-3.8500646831158014	-0.6830119628976561	0.2638613625053083	1	3	1	True	True
0.7822053258557486	-1.8700489538400793	3.0449901809198443	3.1805853558119934	-2.8723256973501994	-3.3552856418242345	-1.0692473673777265	-1.5289972817515547	1	4	1	True	True
-0.4373617661741492	-0.0478355335154096	-1.1339776288482308	1.085985867368945	4.472314943480583	-5.7518787674265806	2.7655451619969575	-0.46596751980390005	1	5	1	True	True
-2.6682783941004664	5.689759972703274	2.663970847257748	-1.7672088041332186	1.5035256214448023	-0.08953014862039095	-2.3501719395347975	2.682179532972773	1	6	1	True	True
-3.523790196463681	1.6586056156832514	4.123693427617121	-2.4945436685402247	3.9788722379595316	-0.2229247526946473	0.10054585205746323	0.37920168072126714	1	7	1	True	True
0.40315137556700387	-3.7230368253983626	1.258209324821216	-3.0857935138130115	3.0056673209948044	-3.655314841876839	-2.0304968450530754	-1.0620295523731262	1	8	1	True	True
-1.4305536695748173	-0.38925369399535753	-0.039621999494266744	-1.4073335609227795	-0.25199569913631964	-3.5721174404942313	0.1516672478167331	-1.0012816388016264	1	9	1	True	True
2.097753000068942	-1.2392134518943394	0.6728767617375455	-3.0036390244653712	-1.1397294403650338	-2.5824743992371104	-0.7364114793340276	1.9490331117446107	1	10	1	True	True
2.2756803611542744	-2.7059515192924746	-0.849407221472958	0.118030343404982	0.05362605597467412	-3.025750854239937	5.701026966377413	-0.21659069963070182	1	11	1	True	True
4.477259030047116	0.7019691457344627	-0.5102038222919967	-4.94114327400245	-4.340666169679854	-0.5849096840500108	0.19227092079692987	3.302034360240565	1	12	1	True	True
0.18815216224989267	3.0342828439575316	-0.16775323847504592	-0.5055116479909717	-2.1771252608714784	-1.524386584727955	1.2770841172672394	1.6144937991149715	1	13	1	True	True
-2.039390801119116	1.9168242781423739	0.8360614721708938	0.9882158224174178	0.2851424220518858	-3.3131994592501535	0.9501629053007807	-0.5686499171588499	1	14	1	True	True
-0.785331218026669	4.779818412265161	-3.2773809390080473	-3.131522702955326	2.857489857144998	-3.050286808435674	1.0998587190265852	0.9924714872788785	1	15	1	True	True
-2.5966543995500246	2.5786073682021295	1.6854225670988685	0.38401332041898695	4.318767599139879	-1.4435467788434957	-0.7725655812684479	0.5270251213273133	1	16	1	True	True
5.983793492259075	3.9462899126094646	-5.059749694854909	0.5565118221751648	-1.6011313364337878	-5.49483086828262	-0.24765879405661334	1.741466275786892	1	17	1	True	True
0.10799922712444371	-2.8009822268687135	1.456614029445727	0.26640790342388354	-1.0457535646684903	-1.7975026021132365	3.8076856843028795	-1.514056706196929	1	18	1	True	True
-0.5822042112787783	1.0463174341190409	1.3984349007896029	-2.2195114859334097	-1.055471194485707	-1.9113623061357483	0.14589247212781972	1.371061458953042	1	19	1	True	True
1.0464145317325404	-1.3832039446952613	-1.2076712059612371	-3.222767477183682	5.180968758688973	-4.124707649138319	1.2302235016826195	-0.6660310803110921	1	20	1	True	True
0.7645784938919611	-1.1117254910741043	0.5217735870185911	-3.095260560363932	2.1614900910192745	-2.761247542514576	-1.9266982827050765	-0.16977509874524097	1	21	1	True	True
-1.9363983441210326	3.094066948962021	0.7651859688999291	1.2975989236006447	-3.8424452973970378	-2.9963330292579697	1.9392982568659127	-0.9047382445002883	1	22	1	True	True
-7.08248558743995	3.8339045106204233	0.5132802579749014	-3.463648303791582	4.5544631186479485	-2.4083033348483496	-1.9186473482077888	-0.5350598715334022	1	23	1	True	True
0.3082881499227278	-0.33189970473163705	2.1577527272448562	1.1367058822726945	5.64174319389483	-2.065182877567119	-0.692881156777493	-0.5419613312219129	1	24	1	True	True
-0.9448964229249196	-0.09090261785070565	3.9163559067560296	-0.09715114648894868	-0.33687699344418914	1.2968485790629822	1.29990593259766	3.7045981290647814	1	25	1	True	True
-3.226977899837816	-1.1751626859798416	4.101854650776041	4.0769000255088415	-2.588308335365269	-1.7237508927279546	7.173086136336216	-0.974217052689666	1	26	1	True	True
1.5038327517185222	2.5759178004809096	-1.1090808472285523	-0.9623083305362868	-0.07002637213748561	-2.4502556588306184	5.380067061138729	1.3372849613451372	1	27	1	True	True
2.7404328533460296	0.9147052861749714	1.5097985663702052	1.1241943908423844	0.9129612446452594	-2.377000670451346	-0.7189869692812134	0.1706114604484769	1	28	1	True	True
2.571460301215603	4.09661146424596	1.0289791226750546	1.2773449535362567	-1.5046301931092774	-2.251386799865304	-1.521453102573525	2.088127682335118	1	29	1	True	True
0.08526604584958597	-3.7184440440510023	2.9611792867146214	-3.089031479869672	-2.7196225166283026	-1.3777324928733852	1.2132703489874024	-0.0713279948422838	1	30	1	True	True
-1.7450678830215567	5.062963238206926	3.223658863881573	-3.764759125691319	1.6783976736453885	1.2370669270336883	-4.5740557758439735	2.8952313663437783	1	31	1	True	True
-3.414294389877795	0.18273249324643015	0.5221110319252878	-0.6800007112721689	0.4088232406553203	-2.796302330551931	3.0915543134092527	-0.6385379323756992	1	32	1	True	True
0.3391748165895935	4.419602702295231	0.40019628388722844	-0.7622201258817479	-0.40067230047002655	-0.8146035732812885	2.8212530191296654	1.610322392968242	1	33	1	True	True
2.147763134928233	-1.1754106588604007	2.9130451206653603	4.070705441109249	-2.772308252182433	-1.5217551935082663	2.747986061496536	0.8544983775668191	1	34	1	True	True
2.867636453008917	2.790305604795768	-3.3383031087491686	-3.986325530591064	3.489158956883502	-2.4333846738612697	-1.9492604930496542	2.608059864110843	1	35	1	True	True
0.8336125419760515	1.9463655499646537	-2.2411801372826727	-1.0990773143023302	-5.782669989637328	-5.429708372112544	-1.2568431833104623	-1.5230423884892392	1	36	1	True	True
-1.871718512736125	-0.36870814121077755	0.5577869395295312	-0.24919813424997678	-1.473834496801716	-1.741339344832183	3.6120458267567868	-0.32399594737770193	1	37	1	True	True
5.6262126867097875	-2.5280542979531866	0.4172651345235811	-1.9515556683964652	-2.5793298203617594	-1.48556761433156	-0.7106533771218929	1.0280616529031656	1	38	1	True	True
1.654469416577627	-0.6417453295358521	-0.09724700918187187	-0.19797187131876015	-0.10189450796226576	-3.1981785976960277	2.4309078181149077	-0.5096784089185193	1	39	1	True	True
-4.853136841670585	3.252250219715122	-2.0682989300482224	-8.680527295248451	1.5628424615255647	-2.5247230297635666	2.240142222292711	-0.521422720575582	1	40	1	True	True
1.404195144593136	2.3857168674747298	-1.4485256925133994	-3.148572521017528	-0.9566311746127328	-1.4698389775099046	2.5823334162634306	2.005237741687327	1	41	1	True	True
-0.5261950446887471	1.0135152713038496	-0.25533611569427755	-3.1549933140519855	1.8946456873703474	-3.4807449229165015	1.182088774420398	0.26122391934277844	1	42	1	True	True
-3.4758276506765617	1.6799161790433115	4.574197682651947	3.124203703886427	1.2202112337590056	-1.4295937950086874	0.6527783800212681	-0.0005907635466888412	1	43	1	True	True
-3.9967628345608377	2.079855216801566	2.7401228588823567	1.6869877711570507	1.316542018959365	-1.5229737993207415	3.831500698286568	-1.008993231498604	1	44	1	True	True
2.7234400120537763	-3.4017077813573757	-1.8211563333395462	-2.7234015366844977	-3.743414392479462	-2.701184345453053	3.9207738958819425	-0.5504321664768496	1	45	1	True	True
2.0668843424684353	5.176656149016308	-0.4323616788239264	-0.16198347127901397	0.6136587138692585	0.6577744131685679	4.619463122066556	3.428124627367511	1	46	1	True	True
5.178858261001034	1.7396293146897805	-3.255047501766507	-1.402644018132421	-3.013669765577422	-2.1254497296012174	2.618850437699017	1.5752714905257506	1	47	1	True	True
-2.4072778956530057	3.5197934729020606	-2.819011127437991	-5.713534186209543	-0.3398378356972735	-2.309536778735029	3.1270114284219694	1.1548917632536835	1	48	1	True	True
-0.8751502517494686	-4.425230439249414	3.5934232293120116	-2.9240785106871336	-0.8809007046759783	0.6626312464342268	1.8147363298647219	-0.617010667995317	1	49	1	True	True
-1.755999879460354	1.8782557645941655	-1.4938760169649328	1.4866450988397542	0.7912079303370986	0.8174185482727626	0.4822383682948506	-0.2394857033814653	2	0	0	True	True
3.4207997498945755	-0.5095940344607172	-3.2208648783590808	-1.1138769815657912	-1.6984189461824586	1.4787026505234797	-0.49039463568821534	0.832233512279932	2	1	0	True	True
0.41076162708121117	-0.6816116443970461	-1.0667577130613073	-0.675440220220696	-1.2517955532842788	1.4406528324881602	-0.618509474338351	-0.7516603596675486	2	2	0	True	True
0.6255375144125278	-1.7089786412643169	0.9764361355422565	2.8187947595422087	-0.6832237324110766	2.2765636314502897	0.6914906373342584	-0.5368983024636489	2	3	0	True	True
0.9005285985290573	1.6371703691979391	-2.084913665715825	-0.6996512070867061	-1.563591310132742	2.044312839087391	0.24521253987806707	1.027310954730919	2	4	0	True	True
0.47952160787182824	1.7060817518511449	-3.1158684256315485	-1.1217976549964472	-0.2919354929097165	0.9704387364599119	-1.2191177559043709	0.5765467535497415	2	5	0	True	True
1.8869283367618082	-0.11159417904054494	-3.2121966544157354	-1.7354767918984628	2.002050751998994	0.5189068212088465	-0.9487083885784354	0.08084767448602742	2	6	0	True	True
-1.5576471862744827	1.3833496490233643	1.8085946551965726	1.1403431190043698	1.1462009258807564	3.98355321572023	-1.5917327898001814	0.6270400588695745	2	7	0	True	True
1.8701520538190788	0.48492692859461684	-0.03030480221913981	1.8000690569259814	0.458739107557513	2.129307465875064	0.22346857201858097	0.46716680726326076	2	8	0	True	True
1.7286901725165709	1.182754737207321	-1.39960907264677	-0.14208931765187838	-0.0005562884722906621	2.040571824338901	-0.8981825955681155	0.42959998751605266	2	9	0	True	True
0.4976375898991035	-1.5172162113908907	-2.392524818423736	-2.3426577943496243	-0.9525397032567957	0.7236264935600207	-0.4903205334797046	-0.08627604666492117	2	10	0	True	True
2.896271658070406	-0.6322620697378674	-2.592949581892777	4.523401683537645	0.61895394961405	-0.7134083922920491	0.7085958442429697	-1.6513036321593053	2	11	0	True	True
2.654610290245735	2.4083699630559514	-5.909903750675526	-0.5813367708321059	-0.3276165348256954	-0.5405515344350618	0.7717957933002385	-0.7598389222006274	2	12	0	True	True
1.521615091858039	-0.30525831806322506	-3.9330280143475163	0.8860431240843235	0.22143015136163197	-0.7419227714591425	2.669285697905879	-0.8260038624951576	2	13	0	True	True
0.700656652840286	1.2242232166437235	0.06090030163570996	0.21293942338485372	2.0419853388957248	1.8841151234948985	-3.1021833653576656	0.5095201692933093	2	14	0	True	True
1.2246322264944034	0.15077349048819969	0.47876615165752956	-0.21318694194284732	-2.2115791361296955	2.6211231656248133	-2.4086556639194328	0.4865519468424374	2	15	0	True	True
-1.3882782664144175	1.219168505820456	-1.150871909556422	-0.23017548353041845	-0.8437193573977706	2.4319392704114735	2.67934863051926	0.2537751504814584	2	16	0	True	True
-1.0965078838199485	-0.09984723909220673	0.09484486465916937	2.2003407906765804	1.8040225637088807	1.442630342195524	0.7057186678067862	-1.0102801119061362	2	17	0	True	True
-1.7557407423087177	2.9868458786561227	-1.1396878818387475	-1.4637934760190372	-2.179035689903399	2.3848946550385284	-1.69676556712444	-0.0012144732851293327	2	18	0	True	True
3.6574807816480517	1.2772762939840174	-4.200075363414917	1.0922578625278492	-2.2852606922355543	0.275003102337214	0.20536681584263886	-0.2425705482084102	2	19	0	True	True
1.388363321044611	2.0985126902100952	-2.1972956240099095	-0.9982323693578254	0.3132417286426048	2.4657292981121426	-0.8862925561176949	0.7779672198970266	2	20	0	True	True
0.1295712699604742	-0.6987741906650343	1.2013748311521442	0.898295013066714	-0.866531418545567	2.2570439449934265	-2.6270528181187522	-0.5130846120269791	2	21	0	True	True
-1.2043427236630855	1.9923228681305731	-0.6105055983260973	1.9519563457255236	2.137236150619596	2.1005794095265786	1.339465289493954	-0.2300094442674817	2	22	0	True	True
-0.6138890914826944	2.382065180573083	-1.7678635282373678	0.08961293890379905	-2.235823546894126	0.5106289396457937	-2.480732329906111	-0.7707290750278835	2	23	0	True	True
0.4253839382641788	-0.13912193708863493	-2.9127856435332444	1.167470191003035	-0.3663429811703928	0.5085974590588149	1.575791431206231	-0.6373266572067767	2	24	0	True	True
2.1795598406209384	0.4537003572669684	-2.0531832644073535	-1.1765580690044946	2.255269432567024	2.0362721123398417	-1.1795727132401832	0.980452976531763	2	25	0	True	True
1.8137376929091311	0.3846538736931343	-2.212327240211513	3.0179576643178305	1.8291884578363566	0.39460534288764776	1.0055222164585789	-0.8244641190544307	2	26	0	True	True
-0.016491794323494617	0.3173416940234479	-2.1937627108862854	-0.6550333310873437	-1.2413046403223582	0.669730723432967	-0.17537744332090524	-0.8177042387659049	2	27	0	True	True
-2.673559016725554	-0.013281120959394611	-1.4311167944232526	-1.3762101202484303	0.007634015108815651	2.344056654691405	2.50210326507513	-0.8831464723665218	2	28	0	True	True
2.0018313665949345	-0.463559311387799	0.04950863189459203	0.1776623574261437	2.349815910280723	2.3855944101258295	-1.8930339664845752	0.8243014658736457	2	29	0	True	True
2.3510588325116437	0.2883571756767617	-3.734066119529442	-1.6897889071930794	2.8569504850892273	0.48472232421821526	-0.10561338377311076	-0.21072787255375053	2	30	0	True	True
0.6754682200876148	0.7281937074907464	-2.9222011396003085	1.269259640693848	-0.7516318213843702	0.2976593402865785	0.6552495655019448	-1.055446777187392	2	31	0	True	True
-0.6793540942367304	-1.0879475389980622	1.0204738994821414	-0.5227255160621314	-1.8596553187917293	3.1719139642813317	-0.2432100258541445	-0.011547730386544946	2	32	0	True	True
1.615935760667341	-0.025620716263570625	-2.5186816651512456	1.1844768169966686	-1.4025149080692	1.0374883995528932	1.700613427988383	-0.3616103215995361	2	33	0	True	True
-0.5468049891885266	-0.6011242839897591	-0.03456028821576789	1.7749819501772017	-0.29664186719712404	1.0748175324399172	-1.9729875748252086	-1.7853191513851925	2	34	0	True	True
0.6917749001133645	2.1979335480788658	-2.8463202234545886	0.9601501152283172	-0.6520348544379342	0.5981382802816416	0.27176670189754387	-0.3940658435405355	2	35	0	True	True
-1.5180666638375588	0.3405048878381202	1.1220987564205105	1.9612090303253948	1.5859995525671295	2.1804699854889633	-1.30508088337928	-0.3865398933426956	2	36	0	True	True
0.08186109142229048	-0.42739937088461244	-1.8845391214091238	-0.04927165345904087	3.4286164518588933	0.1611359886371418	0.2463122815523392	-0.850924489060045	2	37	0	True	True
-1.007875595559584	0.5607578405173144	-0.039492562000143464	2.602443872208714	0.9827722088935271	1.2425198808888755	0.5676846701026079	-1.2996812577755215	2	38	0	True	True
-0.5030420240985806	0.10408604290397448	-0.29421824990959483	0.5200928301139799	-0.5092832213066648	1.3800778886178526	0.4015780249656843	-1.1229796578211728	2	39	0	True	True
0.624766907066605	2.065892707793372	-1.992170952280772	1.225478079605782	-0.03807988880640667	2.382509789779213	1.667024892670462	1.1533322764224148	2	40	0	True	True
0.8372402723468394	2.8437113256398185	-2.8481917505569596	-0.22079625987532406	-2.5009320325626403	0.9127114731379882	0.09605777849165924	-0.389972807684682	2	41	0	True	True
4.169376357363158	-3.655610796643868	-1.4388314323365967	0.35531797790461994	-0.2143311849900534	1.1509339715733664	-0.6012530848163211	-0.19499076873450377	2	42	0	True	True
0.7457591329626083	1.4648743445691388	-1.6645860994910928	-1.7677734211475113	0.9885039257545797	2.103432594828766	-1.2371871672085129	0.5435439340903335	2	43	0	True	True
0.8136367316548206	0.1575707381012292	-1.8157955389416727	-0.3233492649424971	0.31775536508049623	0.7630913889255747	0.5906536156598103	-0.8633405596281982	2	44	0	True	True
-0.06187807997482983	0.25413434199949136	-0.06951363085920408	0.5961441610610275	2.8134583200113474	1.6401281007328707	-0.6417813422191253	-0.677396532251584	2	45	0	True	True
-0.002956559794229668	0.48140919514358416	-1.0179877397333164	-2.1498860611727553	2.130598155223554	2.413388460077409	1.3951117121331458	0.5813460942563554	2	46	0	True	True
1.0761241118712446	-0.7694106425058832	1.1757403832975784	1.2065207708613286	1.5461408081241965	2.713137415059567	-1.1024924253020614	-0.8866869963732672	2	47	0	True	True
1.1357618848558457	-1.3872766264754886	-1.0042537781905745	-0.12523007577692333	-1.3349703499391175	1.724484686878542	0.560811917173048	-1.294089782684561	2	48	0	True	True
0.11942354148342724	0.8832032344459656	-3.3509744313714696	-0.9912151620199788	0.5446858598438473	-0.44885297519710726	1.2654268220747071	-1.5207629303602448	2	49	0	True	True
-2.649893414107429	-2.653275884635352	-1.569004892176589	1.1544274124446698	0.4922250464672305	-1.0055453722616325	0.3245849158641484	-0.45223847464749056	3	0	0	True	True
-0.8494854930315217	-3.0765081092415163	-0.26083029207600456	1.125797784871155	-0.40604322703698636	1.0826102158904591	1.0417284539718608	0.7330951423456243	3	1	0	True	True
-2.1964051233526387	-2.686979597012082	-0.5995634259594267	1.1649910378491555	2.091469718927429	-0.46254063982840776	-0.247654663370569	-0.6350008772567913	3	2	0	True	True
-1.174778546804931	-5.113187143776122	-0.11673394528191984	3.3880544531120305	-1.0953673854048591	-0.7982723122691092	0.8808728606584489	-0.5612931941218344	3	3	0	True	True
-2.6734232193261755	-1.720871359265443	-0.974137050579698	1.810365931811859	2.365333108933734	-1.5303951143005696	-0.7236001069899307	-0.5281597962294543	3	4	0	True	True
-1.563078903399461	-0.7184731130884758	-0.5462158547589029	0.28589207690924295	0.6642125452778649	0.3572187561818266	-1.70928421056675	1.0625300633172177	3	5	0	True	True
-1.5403277696130433	-1.7666318406192982	-1.9733139618705235	0.7135289005909469	-1.4729039626755136	0.054861890921563204	-0.259270841940683	0.5967898057414666	3	6	0	True	True
-2.82750853554699	-1.8234758278852974	0.17713471044607185	2.571510543669848	0.5878392204254642	0.10701426975512242	-1.1807524990194833	0.28870485766737836	3	7	0	True	True
-2.36293661611978	-2.184828468096888	-0.3274899688098289	1.0909668681106575	0.49114521753425144	-0.057952716671765055	-0.6069382288939089	0.28675996621111727	3	8	0	True	True
-1.944394427563355	-1.2986825659276882	0.7452612599335219	2.5653024443429144	0.01604542835530359	1.2804203133968348	-2.2291486214273752	1.3219073245968198	3	9	0	True	True
-1.3021485216427875	-1.0262948052341327	-0.6881451360152806	1.7766466321853418	-1.18390240817051	0.035619038836505655	-3.0151957322648517	1.048239274640838	3	10	0	True	True
-1.5593624298093027	-2.758612708317832	-2.2080641303306754	1.3341576965991562	0.15839905114993236	-0.8506550777975507	1.5439442255846592	0.3089235645656089	3	11	0	True	True
-1.228764009120013	-2.5348690043325597	-2.2132560012463185	1.3824740893009668	2.677419366987132	-1.1802449626673215	1.7980351816083422	0.5265527543402044	3	12	0	True	True
-0.20913997153040273	-2.767604792401104	-1.9437740791923674	-1.3544162808537923	-1.8145372719534922	0.2271046408686525	-3.29450794793667	1.4627507623175808	3	13	0	True	True
