pca_1	pca_2	pca_3	pca_4	pca_5	pca_6	pca_7	pca_8	pca_9	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	imid	t	label	token_1	token_2
3.463837273418155	3.5267486169566835	0.34462581637948564	1.463276313167238	-2.1527425898996495	2.9440953642293293	-0.6247507979391811	1.2466933152096462	-3.616838315427437	3.4744332693393973	1.6465496477108021	1.8152970516224254	-1.8788144918777825	0.4818443233289426	0.1062653315876558	0.9294204386643207	0.5756982969454001	-0.6647783417140971	1.0867519806656516	0.5278983141468682	0	0	1	2	3
2.3536896076324894	0.7328458132413409	-0.060261271250889356	-0.4738246322944041	2.311771102453198	-1.9452497156283541	0.62502106682283	-1.0421342692534747	-0.10134716875487612	1.5385577586173198	-0.9737927865581079	2.0456920581127442	1.0180307338537409	-0.6490548199336517	-0.8933453366718664	-0.14797274252580722	-0.8238604158850202	0.2405495415055231	-0.9465413204288073	-0.017648617128829702	0	1	1	2	3
2.619146639731693	1.4121387772753835	0.9377056905422068	0.049645767592839216	0.21679263508942617	-0.917417716244191	-1.3093462909247349	-1.0058928238009368	-1.2026855170249613	1.2018233078460239	-0.23094880520244138	-0.8625175714121855	-0.16206056859750037	-0.10169122225061016	-0.11257046836085732	0.6421322408884114	-0.05219329366250386	0.05408859293304982	-0.2406551034058002	0.018838266121750047	0	2	1	2	3
2.5002924433026887	-1.9810974183269983	-1.4377551679398115	-0.49456338067072836	0.21623752769880275	-0.1662295283956777	1.9748827964498679	0.432747194750734	1.519698193694736	0.2664255044478938	-0.3521772628133356	1.045080646801358	0.7952291699229856	0.06067901703252547	-0.7076919557748516	-0.820351283997787	-0.7302638437737274	-0.1788625527528704	-0.14495537633429734	-0.12220079829937297	0	3	1	2	3
1.6742556070863701	1.3748230970998	-1.2637573142345506	1.441301526847975	1.843112579319509	-0.8445655026558785	0.7685324476741177	1.731022378928886	3.483671560142037	0.9499726573913693	1.1368516992781235	-0.32341386985602416	-0.27016233526028743	1.091279058659182	1.0076881351644513	0.16899417171793574	-0.36385112088699706	0.10186091031510891	0.5332277112937788	0.6275631828770915	1	0	1	2	2
1.61894992577007	1.0113593504312934	0.34638732326146454	0.5906464147659886	1.0111844513487422	-0.4461579423215763	-0.5070254482456733	-0.8586784745862581	0.3764195229721835	-0.18724730462639297	-0.8709728055636136	-0.5424204356867234	0.06874285330036049	-0.7758109256137328	0.9961819043536113	0.9513254445866665	-0.10419241730869266	-0.8711140936745017	0.6998457129755928	0.7841184772462495	1	1	1	2	2
4.314091760233611	0.6156253736388078	-1.147154542612417	0.2969139757048412	0.2268283282952521	2.4515766036048245	-1.476700181216133	2.2335969024488596	-1.262451057506982	-0.2799045405020469	0.28478464534762027	-1.7812724614206445	0.428601009968456	-0.198941297532011	0.44735206002314853	0.9963466749590666	0.13120503423843835	0.5634942475154442	-0.9272634051807035	0.5260629140272213	1	2	1	2	2
2.1306967331120075	0.3257157273980676	0.22162269714356211	0.6676506470577852	2.179247100082893	0.09873314001755842	2.025104260852875	0.3243608319004657	0.10336460012912319	1.3457999982910167	-0.3612580715431487	2.4979715033473946	0.4317336379289403	-0.6867983288596178	-0.7665535443971124	0.5770387916670098	1.3225464732077423	-0.057040100745299624	-0.5359847300970928	0.10107114403632012	1	3	1	2	2
-0.22629248741002939	-1.332187083204541	1.1050604146751914	-0.8963696589859635	1.5307824369480534	-3.9288905418666684	1.6613949857671735	1.0608088466853822	-0.5890892187094019	-2.0212802370746954	0.2902562683131662	1.9675356043589023	0.8539491225694464	-0.2659228549721143	-1.088034640148045	-0.9320836047108219	-1.0813089890653735	0.8950305814891496	0.9118493313114067	0.02954312306765633	2	0	1	2	2
-0.4142649418076162	3.5698515327809814	-0.23483712018440575	-0.9964447391111046	2.8148959063994727	-5.03618712797491	-1.845750696967969	-2.0183136535557713	2.619627050737854	-0.381785203301855	-0.6234359419068347	1.1199159150739126	0.5682977792544314	0.6303841156725093	-0.569850301889594	-0.7489880804409531	-0.7043851943826044	1.3028961613199224	-0.06957428597166235	0.025391193168947834	2	1	1	2	2
2.1361015748703087	-1.472186108315259	1.5761390878722161	-3.621577104933939	-0.12144937495977781	3.2412959938502124	-0.09588699809112274	0.8374817950315178	-0.18809556222622628	-0.5078443824971145	-1.0553933085245528	-0.10680050103251232	-0.7033871114595285	-0.05798547628690311	-0.7017336535407165	0.47367111573662224	-0.07092768671035882	-0.15192757001579185	-0.2704050402782197	0.7648415132613616	2	2	1	2	2
4.336140648968307	0.6872645501446581	0.07250635292815555	-1.658970408277462	1.7408913743692789	-0.457919466815187	-2.553882175300651	0.597072776670372	-1.2926638520484286	-0.6417216411352139	1.386286671721059	0.7065604069435572	1.095466288526552	0.015654819110214598	0.5897205806629955	0.8627125382065922	1.9022597054597639	0.5759573523598646	-0.6368120659586028	0.12745410154075465	2	3	1	2	2
2.4228336264783503	-0.537428612845547	1.1283969903191635	-1.2069600550202437	-3.3623955655681135	-0.2589261633562499	-1.7811611502615796	-1.1373869233444032	-0.833438985273356	-0.14559796590846483	0.4095894086224731	-1.3029708873289036	0.05500269390412985	0.2741769770239744	0.9007643477378339	-0.284095748577039	0.707776656829701	-0.14222615450658327	0.8651699232926873	-0.8226486666201815	3	0	2	3	3
1.3011863510627746	-0.7250197044144528	0.9538149878486072	1.448825815668727	-0.8343137049928689	-0.6759497096684387	-0.4794227875276813	-0.22701307899496648	2.517118634116298	0.9690915928379333	1.0556682779291044	0.36373620990189465	-0.5591821203477013	-0.6990936778642521	-0.6613491439270036	-0.16965080927389664	-0.11713895736631114	0.5228790178647063	0.8503550643884802	-0.2025877460233012	3	1	2	3	3
-0.3685060081739543	0.05535315296872442	-0.838722044848572	-1.9184124055795957	-0.6739133294628651	0.24749337972824137	-0.827047629029938	-1.546905771445307	0.6490697192471053	0.14487868460070094	-0.9355718816909766	-0.7556356518556673	0.4344316283546426	-1.072304024739154	0.7031304889107919	0.7853310552849575	0.11932903936557387	0.5351965449499898	-0.12499021322483389	-0.355543980109831	3	2	2	3	3
1.1325654702499466	-0.25008083693663463	-1.223401189591252	-0.06630936618430736	-0.8673596472347085	1.0536402555222448	0.21593338194220818	-0.48635753751771243	-0.2717555911861343	-0.18778583588347963	-0.9210961333399672	-0.6404070863288184	0.3281730407894331	-1.0788135129599528	1.1176612035126545	-0.23346602616846893	0.16521045210100876	0.6306575411057043	-0.2544498570404362	0.0526723131691947	3	3	2	3	3
-5.105327590219782	-0.19535007876626867	0.36598091629604185	-1.8796280005392105	-0.2890147481830079	-0.6344212002692424	-2.2478566435790444	-0.0411707107942105	-0.4725075936814665	0.006941123979561296	0.655821640882144	1.051781035284925	1.3139478557061264	-0.9679022644900332	1.305261242735773	0.2858017143518461	0.9499188899933799	-0.9291884189707558	-0.07720789307318476	0.4631695513375723	4	0	0	1	2
-3.5695251345426158	-0.13239400152209851	0.5666851035282249	0.33960581634904213	-0.5064789214632875	-0.9537051499318712	-0.0951523944957152	1.5459326175321706	-0.8304647130590072	0.19783655608595507	-0.9676474534838696	-0.18494288640752896	-0.029785426651314156	0.40223717190697	0.10148520034214628	0.47145650624418184	-0.2604249795959133	1.0336876742746375	-0.9858308605277626	0.1758927063284852	4	1	0	1	2
-3.5055636705297655	-1.4519145248580099	0.621858154207574	0.111812867743778	1.2827101200774045	-1.1284770647205662	-0.3411096332507792	-0.3430201677892557	-2.0927778914295514	-0.04315729942153491	-1.6386087861433902	-0.5321057265678317	-0.8573314639084036	0.10690689649843343	-0.7451515079806933	0.7044657774469191	-0.8780495311032406	-1.8632868566503757	0.19171327360155277	0.2304789985919492	4	2	0	1	2
-2.6577196707807933	-0.6455721466553664	0.3006143692014819	-2.744374660576366	0.5969711389865051	1.035948567529032	0.6308966458585304	0.6072450000495627	-1.8425319150594714	0.6247389451609338	0.5977323067566488	-0.24690931771765456	1.9869840515577106	1.3341186732618684	-0.2084245312350338	1.283386203463897	-1.3778791101974583	0.6815512020370674	1.722926327827865	-0.38007032377017014	4	3	0	1	2
0.09634663050899621	1.572756860848572	-0.7944283303599916	-0.2373780781334705	-0.9342360661072323	-0.2694073944491039	-1.0599403413442336	0.056733093967157554	1.845237300939412	-1.331735677398099	-1.0675259457908008	1.1480264452208269	-0.5910536544403675	0.29582336784510843	-0.36740179305320103	-0.0529891100648364	0.46688189586637785	-0.12845500926918418	0.27503961635558405	0.23871670124359728	5	0	4	3	3
0.7080387088782499	1.225572893360203	1.2746294183726445	-1.3533600256586986	-2.9095427092927637	1.9382395614206274	-1.1606985162102792	-0.7144350726377044	-0.33298772338462546	-0.9035585871919631	0.088918771135127	-0.31584593408133754	-1.2015384738029924	-0.063335192539876	-0.16980791749413626	0.27142251557804237	0.3046684211286669	-0.353984244351894	0.10154691486110085	-0.10135203961498332	5	1	4	3	3
